"Title","Author","Shelved","Avg. Rating","Ratings","Year"
"Professional C++","Marc Gregoire","13","4.31","98","2011"
"Pro ASP.NET MVC 4","Adam   Freeman","13","4.05","252","2012"
"Beginning JavaScript","Paul Wilton","13","3.46","84","2000"
"Play for Scala","Peter  Hilton","13","3.67","97","2013"
"Service-Oriented Design with Ruby and Rails","Paul Dix","13","3.64","162","2010"
"HTML5: The Missing Manual","Matthew MacDonald","13","4.03","222","2011"
"Inside the C++ Object Model","Stanley B. Lippman","13","4.29","73","1996"
"The Latex Companion","Frank Mittelbach","13","4.01","204","1993"
"An Introduction to Programming in Emacs Lisp","Robert J. Chassell","13","3.51","70","1990"
"Oracle PL/SQL Programming","Steven Feuerstein","13","3.94","271","1993"
"Test Driven Development for Embedded C","James W. Grenning","13","4.22","187","2010"
"Lean Architecture: For Agile Software Development","James O. Coplien","13","3.22","180","2010"
"Practical Cryptography","Niels Ferguson","13","4.15","313","2003"
"Thinking in C++","Bruce Eckel","13","4.11","133","1995"
"Object Design: Roles, Responsibilities, and Collaborations","Rebecca Wirfs-Brock","13","3.71","105","2002"
"Numerical Recipes: The Art of Scientific Computing","William H. Press","13","4.28","145","2007"
"Waltzing with Bears: Managing Risk on Software Projects","Tom DeMarco","13","3.97","742","2003"
"Cassandra: The Definitive Guide","Eben Hewitt","13","3.76","259","2010"
"Hello, Android: Introducing Google's Mobile Development Platform","Ed Burnette","13","3.59","273","2008"
"Java Pocket Guide","Robert Liguori","13","3.83","86","2008"
"Land the Tech Job You Love","Andy Lester","13","3.79","125","2008"
"From Bash to Z Shell: Conquering the Command Line","Oliver Kiddle","13","3.82","91","2004"
"A Little Java, a Few Patterns","Matthias Felleisen","13","3.82","68","1997"
"The Non-Designer's Design Book","Robin P. Williams","13","4.09","4433","2011"
"Head First Ajax: A Brain-Friendly Guide","Rebecca M. Riordan","13","3.55","125","2008"
"Dom Scripting: Web Design with JavaScript and the Document Object Model","Jeremy Keith","13","3.96","368","2005"
"PHP in a Nutshell","Paul Hudson","13","3.7","89","2005"
"Core Python Programming","Wesley J. Chun","13","3.82","160","2000"
"Ajax in Action","Dave Crane","13","3.56","133","2005"
"Essential ActionScript 3.0","Colin Moock","13","4.0","225","2007"
"CSS Pocket Reference","Eric A. Meyer","13","3.98","441","2001"
"Software Creativity 2.0","Robert L. Glass","13","3.55","53","2006"
"Agile Software Development","Alistair Cockburn","13","3.97","394","2006"
"The Computational Beauty of Nature: Computer Explorations of Fractals, Chaos, Complex Systems, and Adaptation","Gary William Flake","13","4.37","256","1998"
"Core JavaServer Faces","David M. Geary","13","3.54","106","2004"
"Effective Perl Programming","Joseph Hall","13","4.23","115","1997"
"MCTS Self-Paced Training Kit","Tony Northrup","13","3.36","143","2006"
"Professional C#","Christian Nagel","13","3.43","63","2001"
"How To Be A Programmer: A Comprehensive Summary","Robert L. Read","12","3.72","81","2002"
"The Staff Engineer's Path: A Guide For Individual Contributors Navigating Growth and Change","Tanya Reilly","12","4.43","159","nan"
"Practical Microservices: Build Event-Driven Architectures with Event Sourcing and CQRS","Ethan Garofolo","12","3.52","48","nan"
"API Design Patterns","JJ Geewax","12","3.75","59","nan"
"Practices of the Python Pro","Dane Hillard","12","3.51","68","nan"
"Head First iphone Development: A Learner's Guide to Creating Objective-C Applications for the Iphone","Dan Pilone","12","3.75","121","2009"
"C++ Crash Course","Josh Lospinoso","12","4.27","62","nan"
"Advanced Algorithms and Data Structures","Marcello La Rocca","12","4.67","24","2019"
"You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place","Janelle Shane","12","4.19","3271","2019"
"Writing A Compiler In Go","Thorsten Ball","12","4.7","56","nan"
"Cloud Native Devops with Kubernetes: Building, Deploying, and Scaling Modern Applications in the Cloud","John Arundel","12","4.28","183","nan"
"Linux Basics for Hackers: Getting Started with Networking, Scripting, and Security in Kali","OccupyTheWeb","12","4.07","281","2018"
"C++ Common Knowledge: Essential Intermediate Programming","Stephen Dewhurst","12","3.98","85","2005"
"Functional Programming, Simplified:","Alvin Alexander","12","4.23","106","nan"
"The Design of Web APIs","Arnaud Lauret","12","3.94","100","nan"
"Two Scoops of Django 1.11: Best Practices for the Django Web Framework","Daniel Roy Greenfeld","12","4.4","151","nan"
"Professional Software Development: Shorter Schedules, Higher Quality Products, More Successful Projects, Enhanced Careers","Steve McConnell","12","3.98","131","2003"
"UNIX in a Nutshell: A Desktop Quick Reference - Covers GNU/Linux, Mac OS X, and Solaris","Arnold Robbins","12","3.9","302","1999"
"Ansible: Up and Running: Automating Configuration Management and Deployment the Easy Way","Lorin Hochstein","12","3.86","258","2014"
"Elegant Objects","Yegor Bugayenko","12","4.03","75","nan"
"Production-Ready Microservices: Building Standardized Systems Across an Engineering Organization","Susan J. Fowler","12","3.84","417","2016"
"Storytelling with Data: A Data Visualization Guide for Business Professionals","Cole Nussbaumer Knaflic","12","4.4","5457","2015"
"Understanding Ecmascript 6: The Definitive Guide for JavaScript Developers","Nicholas C. Zakas","12","4.29","178","2016"
"Exercises for Programmers: 57 Challenges to Develop Your Coding Skills","Brian P. Hogan","12","3.73","56","2015"
"Effective Computation in Physics: Field Guide to Research with Python","Anthony Scopatz","12","4.07","45","2015"
"Fifty Quick Ideas to Improve Your User Stories","Gojko Adzic","12","4.16","548","2014"
"The Performance of Open Source Applications","Tavish Armstrong","12","3.69","55","2013"
"Ruby Wizardry: An Introduction to Programming for Kids","Eric Weinstein","12","4.06","33","2014"
"Clojure Applied: From Practice to Practitioner","Ben Vandgrift","12","4.07","122","2015"
"Effective Ruby: 48 Specific Ways to Write Better Ruby","Peter J. Jones","12","4.36","66","2014"
"Data Science at the Command Line: Facing the Future with Time-Tested Tools","Jeroen Janssens","12","3.84","135","2014"
"Stuff Goes Bad: Erlang in Anger","Fred Hebert","12","4.33","73","2014"
"Database Systems: The Complete Book","Jeffrey D. Ullman","12","3.82","180","1999"
"Becoming Functional","Joshua Backfield","12","2.92","126","2014"
"Doing Data Science","Cathy O'Neil","12","3.71","547","2013"
"Twisted Network Programming Essentials","Jessica McKellar","12","3.21","84","2005"
"Agile Software Development with Scrum","Ken Schwaber","12","3.82","936","2001"
"The Mikado Method","Ola Ellnestam","12","3.48","116","2014"
"Web Development with Clojure: Build Bulletproof Web Apps with Less Code","Dmitri Sotnikov","12","3.59","123","2013"
"DNS and BIND","Cricket Liu","12","3.99","665","1996"
"Ruby Pocket Reference","Michael J.  Fitzgerald","12","3.77","71","2007"
"Akka in Action","Raymond Roestenburg","12","3.86","109","2012"
"Elements of ML Programming, Ml97 Edition","Jeffrey D. Ullman","12","3.72","50","1994"
"RabbitMQ in Action: Distributed Messaging for Everyone","Alvaro Videla","12","3.9","164","2012"
"Kanban: Successful Evolutionary Change for Your Technology Business","David J. Anderson","12","3.99","3153","2010"
"Making Embedded Systems: Design Patterns for Great Software","Elecia White","12","4.2","241","2011"
"Node: Up and Running: Scalable Server-Side Code with JavaScript","Tom Hughes-Croucher","12","3.36","126","2011"
"Absolute Java","Walter J. Savitch","12","3.57","157","2003"
"A Primer on Scientific Programming with Python","Hans Petter Langtangen","12","3.81","57","2009"
"APIs: A Strategy Guide","Daniel Jacobson","12","3.57","247","2011"
"Information Dashboard Design: The Effective Visual Communication of Data","Stephen Few","12","4.02","1722","2010"
"Lauren Ipsum","Carlos Bueno","12","3.89","708","2011"
"In the Plex: How Google Thinks, Works, and Shapes Our Lives","Steven Levy","12","3.83","29641","2011"
"Advanced Qt Programming: Creating Great Software with C++ and Qt 4","Mark Summerfield","12","4.0","46","2010"
"Jenkins: The Definitive Guide","John Ferguson Smart","12","3.36","180","2011"
"The Art of Prolog: Advanced Programming Techniques","Leon Sterling","12","3.95","38","1994"
"Using Drupal","Angela Byron","12","3.67","225","2008"
"Real-Time Collision Detection","Christer Ericson","12","4.47","99","2004"
"C in a Nutshell","Peter Prinz","12","3.94","81","2005"
"The UNIX-Haters Handbook","Simson Garfinkel","12","3.77","231","1994"
"Beginning Programming with Java for Dummies","Barry Burd","12","3.78","291","2003"
"C++ For Dummies","Stephen Randy Davis","12","3.61","208","nan"
"JavaScript Cookbook","Shelley Powers","12","4.07","59","2010"
"Microsoft .NET: Architecting Applications for the Enterprise","Dino Esposito","12","4.01","247","2009"
"Learning JavaScript","Shelley Powers","12","3.34","145","2006"
"PHP for the World Wide Web","Larry Ullman","12","3.89","297","2001"
"3D Game Engine Design: A Practical Approach to Real-Time Computer Graphics","David H. Eberly","12","3.44","57","2000"
"Pragmatic Unit Testing in Java with JUnit","Andy Hunt","12","3.55","181","2003"
"Speech and Language Processing: An Introduction to Natural Language Processing, Computational Linguistics and Speech Recognition","Dan Jurafsky","12","4.25","553","2000"
"Problem Solving with C++: The Object of Programming","Walter J. Savitch","12","3.74","197","1995"
"Practical Programming: An Introduction to Computer Science Using Python","Jennifer   Campbell","12","3.82","72","2009"
"Algorithms in C++, Parts 1-4: Fundamentals, Data Structure, Sorting, Searching","Robert Sedgewick","12","4.13","126","1998"
"Getting Things Done: The Art of Stress-Free Productivity","David    Allen","12","4.0","149678","2001"
"Ejb 3 in Action","Debu Panda","12","3.59","113","2007"
"The Standard C Library","P.J. Plauger","12","4.2","81","1991"
"Making Things Happen: Mastering Project Management","Scott Berkun","12","3.96","5173","2001"
"Head First Rails: A Learner's Companion to Ruby on Rails","David    Griffiths","12","3.71","92","2008"
"Simply JavaScript: Everything You Need to Learn JavaScript from Scratch","Kevin Yank","12","3.72","118","2007"
"C++ Pocket Reference","Kyle Loudon","12","3.93","114","2003"
"The Design and Analysis of Computer Algorithms","Alfred V. Aho","12","3.88","98","1974"
"XML in a Nutshell","Elliotte Rusty Harold","12","3.56","165","2001"
"Version Control with Subversion","Ben Collins-Sussman","12","3.61","149","2004"
"Effective awk Programming: Text Processing and Pattern Matching","Arnold Robbins","11","4.13","46","1997"
"Explain the Cloud Like I'm 10","Todd Hoff","11","4.4","407","nan"
"The Missing Readme: A Guide for the New Software Engineer","Chris Riccomini","11","4.5","177","nan"
"Ansible for DevOps","Jeff Geerling","11","4.27","442","2015"
"C# 6.0 and the .NET 4.6 Framework","Andrew Troelsen","11","4.42","78","nan"
"Deep Learning for Coders with Fastai and Pytorch: AI Applications Without a PhD","Jeremy   Howard","11","4.49","151","nan"
"The Coding Career Handbook. Guides, Principles, Strategies, and Tactics – from Code Newbie to Senior Dev","Shawn Swyx Wang","11","4.52","94","nan"
"Optimizing Java: Practical Techniques for Improving Jvm Application Performance","Benjamin J. Evans","11","4.36","87","2016"
"Building Secure and Reliable Systems: Best Practices for Designing, Implementing, and Maintaining Systems","Heather  Adkins","11","3.9","136","nan"
"Artificial Intelligence: A Guide for Thinking Humans","Melanie  Mitchell","11","4.42","1675","2019"
"Foundations of Game Engine Development, Volume 1: Mathematics","Eric Lengyel","11","4.26","42","nan"
"Get Your Hands Dirty on Clean Architecture: A hands-on guide to creating clean web applications with code examples in Java","Tom Hombergs","11","4.51","182","nan"
"Data-oriented design: software engineering for limited resources and short schedules","Richard  Fabian","11","3.72","75","nan"
"Programming Ecto","Darin Wilson","11","4.24","76","nan"
"Java Threads","Scott Oaks","11","3.55","77","1997"
"C# 3.0 Design Patterns: Use the Power of C# 3.0 to Solve Real-World Problems","Judith Bishop","11","3.57","93","2007"
"Professional ASP.NET MVC 5","Jon Galloway","11","3.87","116","2013"
"Pro C# 7: With .NET and .NET Core","Andrew Troelsen","11","4.17","76","2017"
"Life 3.0: Being Human in the Age of Artificial Intelligence","Max  Tegmark","11","4.03","20611","2017"
"Getting Clojure","Russ Olsen","11","4.5","114","nan"
"Learn Java in One Day and Learn It Well: Java for Beginners with Hands-on Project","Jamie Chan","11","4.12","226","nan"
"bash Pocket Reference","Arnold Robbins","11","4.23","166","2010"
"Deep Work: Rules for Focused Success in a Distracted World","Cal Newport","11","4.19","129104","2016"
"Software Design Decoded: 66 Ways Experts Think","Marian Petre","11","3.56","177","nan"
"Git for Humans","David  Demaree","11","3.89","138","2016"
"Programming Beyond Practices: Be More Than Just a Code Monkey","Gregory T. Brown","11","3.56","81","nan"
"Introduction to Networking: How the Internet Works","Charles Severance","11","4.38","386","2015"
"Express in Action: Node Applications with Express and Its Companion Tools","Evan Hahn","11","4.01","90","2015"
"Problem Solving and Program Design in C","Elliot B. Koffman","11","3.64","76","1992"
"Multiplayer Game Programming: Architecting Networked Games","Josh Glazer","11","4.39","71","2015"
"How Google Works","Eric Schmidt","11","4.05","27552","2014"
"Distributed Algorithms: An Intuitive Approach","Wan Fokkink","11","3.74","47","2013"
"The Art of SQL","Stephane Faroult","11","3.99","166","2006"
"Python Programming for Beginners: An Introduction to the Python Computer Language and Computer Programming","Jason Cannon","11","3.91","247","2014"
"Understanding Cryptography: A Textbook For Students And Practitioners","Christof Paar","11","4.19","180","2009"
"Pro TypeScript: Application-Scale JavaScript Development","Steve  Fenton","11","3.97","88","2014"
"Data Structures and Algorithms with JavaScript","Michael McMillan","11","3.58","86","2014"
"Exam Ref 70-483: Programming in C#","Wouter de Kort","11","3.73","144","2013"
"Practical Reverse Engineering: x86, x64, ARM, Windows Kernel, Reversing Tools, and Obfuscation","Bruce Dang","11","4.01","138","2014"
"Learning Python Design Patterns","Gennadiy Zlobin","11","3.54","35","2013"
"Java Se8 for the Really Impatient: A Short Course on the Basics","Cay S. Horstmann","11","3.95","202","2013"
"Vagrant: Up and Running","Mitchell Hashimoto","11","3.75","261","2013"
"Leading Lean Software Development: Results Are Not the Point","Mary Poppendieck","11","4.22","380","2009"
"Essential Algorithms: A Practical Approach to Computer Algorithms","Rod Stephens","11","4.02","64","2013"
"JavaScript Testing with Jasmine: JavaScript Behavior-Driven Development","Evan Hahn","11","3.37","76","2013"
"Sass for Web Designers","Dan Cederholm","11","4.18","367","2013"
"Machine Learning with R","Brett Lantz","11","4.22","285","2015"
"Linux Command Line and Shell Scripting Bible","Richard Blum","11","4.11","235","2008"
"The Unified Modeling Language User Guide","Grady Booch","11","3.57","215","1998"
"The Way to Go: A Thorough Introduction to the Go Programming Language","Ivo Balbaert","11","3.59","157","2012"
"Slack: Getting Past Burnout, Busywork, and the Myth of Total Efficiency","Tom DeMarco","11","4.03","1385","2001"
"Applied Predictive Modeling","Max Kuhn","11","4.41","310","2013"
"Producing Open Source Software: How to Run a Successful Free Software Project","Karl Fogel","11","3.82","182","2005"
"Technical Blogging","Antonio Cangiano","11","3.6","151","2012"
"10 PRINT CHR$","Nick Montfort","11","3.83","235","2012"
"Coding Freedom: The Ethics and Aesthetics of Hacking","Gabriella Coleman","11","3.81","267","2012"
"ClojureScript: Up and Running","Stuart Sierra","11","3.26","106","2012"
"Scala in Action: Covers Scala 2.10","Nilanjan Raychaudhuri","11","3.75","76","2012"
"The Go Programming Language Phrasebook","David Chisnall","11","3.9","69","2012"
"Advanced UNIX Programming","Marc J. Rochkind","11","4.11","66","1985"
"The Making of Prince of Persia","Jordan Mechner","11","4.04","1201","2011"
"jQuery Pocket Reference","David Flanagan","11","3.89","122","2010"
"Programming Entity Framework: DbContext","Julia Lerman","11","3.9","106","2011"
"Programming Entity Framework: Code First","Julia Lerman","11","3.99","173","2011"
"Managing Projects with GNU Make","Robert Mecklenburg","11","3.62","87","2004"
"The Rails View","Bruce  Williams","11","3.74","68","2012"
"Digital Design and Computer Architecture","David Money Harris","11","4.35","157","2007"
"Structure and Interpretation of Classical Mechanics","Gerald Jay Sussman","11","4.35","48","2001"
"Scalability Rules: 50 Principles for Scaling Web Sites","Martin L. Abbott","11","3.98","241","2011"
"Java All-In-One for Dummies","Doug Lowe","11","4.09","154","2005"
"Reinforcement Learning: An Introduction","Richard S. Sutton","11","4.54","654","nan"
"C/C++ Programmer's Reference","Herbert Schildt","11","3.82","39","1997"
"The D Programming Language","Andrei Alexandrescu","11","4.42","127","2010"
"Algorithms on Strings, Trees and Sequences: Computer Science and Computational Biology","Dan Gusfield","11","4.09","87","1997"
"Pattern Hatching: Design Patterns Applied","John M. Vlissides","11","3.74","72","1998"
"Game Programming Gems 3","Dante Treglia","11","3.75","53","2002"
"Game Programming Gems 4","Andrew Kirmse","11","3.73","45","2004"
"Regular Expression Pocket Reference","Tony Stubblebine","11","3.86","71","2003"
"Python for Unix and Linux System Administration","Noah Gift","11","3.8","94","2008"
"Windows Powershell in Action","Bruce Payette","11","4.18","180","2007"
"Writing GNU Emacs Extensions","Bob Glickstein","11","3.8","55","1997"
"Pro Drupal Development","John K. VanDyk","11","3.98","276","2007"
"Java: The Good Parts","Jim Waldo","11","2.89","54","2010"
"Database Management Systems","Raghu Ramakrishnan","11","3.74","296","1997"
"Java Message Service: Creating Distributed Enterprise Applications","Richard Monson-Haefel","11","3.62","79","2000"
"Secrets and Lies: Digital Security in a Networked World","Bruce Schneier","11","3.92","1766","2000"
"Excel VBA Programming For Dummies","John Walkenbach","11","3.91","445","2004"
"Debug It!: Find, Repair, and Prevent Bugs in Your Code","Paul   Butcher","11","3.48","121","2009"
"Beautiful Data: The Stories Behind Elegant Data Solutions","Toby Segaran","11","3.66","258","2009"
"How Would You Move Mount Fuji? Microsoft's Cult of the Puzzle--How the World's Smartest Companies Select the Most Creative Thinkers","William Poundstone","11","3.58","1782","2003"
"Envisioning Information","Edward R. Tufte","11","4.23","7751","1990"
"The Art of Computer Programming, Volume 4, Fascicle 3: Generating All Combinations and Partitions","Donald Ervin Knuth","11","4.52","46","2005"
"Microserfs","Douglas Coupland","11","3.88","23773","1995"
"Game Programming Gems 2","Mark DeLoura","11","3.99","75","2001"
"Hacking For Dummies","Kevin Beaver","11","3.64","360","2004"
"The Zen of CSS Design: Visual Enlightenment for the Web","Dave Shea","11","3.99","858","2005"
"SmallTalk 80: The Language","Adele Goldberg","11","4.3","43","1989"
"Beginning iPhone Development: Exploring the iPhone SDK","Dave Mark","11","3.74","196","2008"
"Agile Project Management with Scrum","Ken Schwaber","11","3.71","1504","2001"
"Web Standards Solutions: The Markup and Style Handbook","Dan Cederholm","11","4.08","342","2004"
"Learning Cocoa with Objective-C","James Duncan Davidson","11","3.38","53","2002"
